r,t,r_filt,v,tau,v_need,a_need,cmnd,marker
0.743,7.36517214775,0.743,-0.0311381143281,-23.8614320755,-0.0311163650647,0.000326238951518,-0.04,1
0.74,7.43286418915,0.74,-0.0443183561625,-16.6973702113,-0.0442741193,0.000663552936805,-0.06,1
0.735,7.4956099987,0.735,-0.0796865963712,-9.22363400459,-0.0795426064927,0.00215984817729,-0.112,1
0.72,7.56414103508,0.72,-0.218878931255,-3.28948974609,-0.217769950085,0.0166347175512,-0.305,1
0.701,7.63370418549,0.701,-0.273133115581,-2.56651412813,-0.27135941851,0.0266054560724,-0.376,1
0.688,7.69351506233,0.688,-0.217351770873,-3.16537563617,-0.21620734761,0.0171663489468,-0.303,1
0.67,7.7633190155,0.67,-0.257865051797,-2.59825825691,-0.256210962619,0.0248113376635,-0.356,1
0.65,7.82537698746,0.65,-0.322279303853,-2.01688408852,-0.319616125656,0.0399476729585,-0.438,1
0.635,7.88938617706,0.635,-0.23434135149,-2.70972235998,-0.232899990099,0.0216204208733,-0.325,1
0.631,7.95379304886,0.631,-0.0621051743157,-10.1601840258,-0.0620032975942,0.00152815082282,-0.086,1
0.61,8.01861715317,0.61,-0.3239535698,-1.88298588707,-0.321086195062,0.0430106210598,-0.44,1
0.594,8.08309102058,0.594,-0.248162560137,-2.39359232783,-0.246434595596,0.0259194681203,-0.343,1
0.573,8.15015411377,0.573,-0.313137957146,-1.82986439977,-0.310285851847,0.0427815794964,-0.426,1
0.554,8.2148630619,0.554,-0.293622451724,-1.88677669826,-0.291028765077,0.0389052997096,-0.401,1
0.536,8.27956199646,0.536,-0.278211691178,-1.92659049564,-0.275804920497,0.0361015602184,-0.382,1
0.497,8.41578006744,0.497,-0.286305625372,-1.73590721228,-0.283556768527,0.0412328526759,-0.392,1
0.474,8.47830915451,0.474,-0.36782881502,-1.28864292476,-0.363071500071,0.0713597242399,-0.493,1
0.452,8.5423271656,0.452,-0.343653287947,-1.315279137,-0.339298657331,0.0653194592461,-0.463,1
0.43,8.6118581295,0.43,-0.316405796306,-1.35901429436,-0.31252546189,0.058205016242,-0.429,1
0.406,8.67113113403,0.406,-0.404906081437,-1.00270166,-0.398175829599,0.100953777577,-0.537,1
0.385,8.73957419395,0.385,-0.306824388392,-1.25478943189,-0.302749011538,0.0611306528,-0.417,1
0.364,8.80329203606,0.364,-0.329578016254,-1.10444259644,-0.324604496621,0.0746027945042,-0.445,1
0.339,8.86797618866,0.339,-0.386493429904,-0.877117109299,-0.379149419512,0.110160155869,-0.513,1
0.318,8.93273615837,0.318,-0.324274395025,-0.980650969914,-0.318763185211,0.0826681472242,-0.437,1
0.293,9.0047121048,0.293,-0.347338260089,-0.843558092117,-0.340475696555,0.102938453005,-0.465,1
0.265,9.07324099541,0.265,-0.408586798223,-0.648577000414,-0.398087227677,0.157493558191,-0.537,1
0.236,9.13344097137,0.236,-0.481727767063,-0.4899032527,-0.465339233054,0.245828010126,-0.619,1
0.21,9.19601917267,0.21,-0.415480142644,-0.505439318143,-0.40177984511,0.205504463013,-0.541,1
0.181,9.25978803635,0.181,-0.454767394734,-0.398005666404,-0.435723805111,0.285653844356,-0.583,1
