stage	r	t	r_filt	v	tau	v_need	a_need	cmnd	marker
ef	0.31313380218	2.80800008774	0.31313380218	-0.314502429962	-0.995648275973	-0.303973195306	0.157938519832	-0.303973195306	1
ef	0.305381578123	2.87400007248	0.305381578123	-0.11745796742	-2.59992220903	-0.115952050987	0.0225887465041	-0.115952050987	1
ef	0.297065602778	2.94099998474	0.297065602778	-0.124119197539	-2.39338965018	-0.122390558583	0.0259295843301	-0.122390558583	1
ef	0.291706388063	3.00800013542	0.291706388063	-0.0799880994379	-3.64687234867	-0.0792569880289	0.0109666711349	-0.0792569880289	1
ef	0.28564556079	3.07500004768	0.28564556079	-0.0904602270106	-3.15769228345	-0.0895053078387	0.0143237875782	-0.0895053078387	1
ef	0.272820796828	3.14200019836	0.272820796828	-0.191413957017	-1.42529207942	-0.186937355115	0.0671490285325	-0.186937355115	1
ef	0.257016728791	3.20800018311	0.257016728791	-0.239455631668	-1.07333758242	-0.232019150807	0.111547212914	-0.232019150807	1
ef	0.238910498376	3.27500009537	0.238910498376	-0.27024259889	-0.88405935762	-0.260053139832	0.152841885876	-0.260053139832	1
ef	0.226279693814	3.34200000763	0.226279693814	-0.188519717953	-1.20029722233	-0.183284355843	0.0785304316486	-0.183284355843	1
ef	0.215039125079	3.40799999237	0.215039125079	-0.170311686869	-1.26262107453	-0.16581543986	0.0674437051244	-0.16581543986	1
ef	0.203786316201	3.47500014305	0.203786316201	-0.167951993602	-1.21336050755	-0.16333803118	0.0692094363374	-0.16333803118	1
ef	0.191496404778	3.54100012779	0.191496404778	-0.186210822183	-1.02838493775	-0.180175117868	0.0905355647229	-0.180175117868	1
ef	0.175118984007	3.60700011253	0.175118984007	-0.248142796315	-0.705718588683	-0.236422222879	0.175808601541	-0.236422222879	1
ef	0.157733370422	3.6740000248	0.157733370422	-0.259487109734	-0.607865918982	-0.24525770477	0.213441074446	-0.24525770477	1
ef	0.142024442344	3.74000000954	0.142024442344	-0.238014116811	-0.596705961174	-0.224718114408	0.199440036046	-0.224718114408	1
ef	0.128505941056	3.80700016022	0.128505941056	-0.201768222178	-0.636898812256	-0.191208291343	0.158398962516	-0.191208291343	1
ef	0.112401283215	3.87300014496	0.112401283215	-0.244010023705	-0.460642073256	-0.226352784106	0.264858593985	-0.226352784106	1
ef	0.100042386622	3.9390001297	0.100042386622	-0.187256052275	-0.534254489544	-0.17557272807	0.17524986307	-0.17557272807	1
ef	0.0863572350219	4.00500011444	0.0863572350219	-0.207350829757	-0.416478849509	-0.190755282748	0.248933205133	-0.190755282748	1
ef	0.07231244789	4.07100009918	0.07231244789	-0.212799854227	-0.339814367603	-0.191925726613	0.313111914201	-0.191925726613	1
ef	0.0585025743838	4.13700008392	0.0585025743838	-0.209240556046	-0.279594814166	-0.184294867327	0.37418533078	-0.184294867327	1
ef	0.0481820768362	4.20399999619	0.0481820768362	-0.154037478545	-0.312794504892	-0.137622284103	0.246227916628	-0.137622284103	1
ef	0.0422154832387	4.26999998093	0.0422154832387	-0.090402954196	-0.466970173864	-0.0839497972811	0.096797353724	-0.0839497972811	1
ef	0.0372924221135	4.33600020409	0.0372924221135	-0.0745915830209	-0.499954828725	-0.069618361526	0.0745983224236	-0.069618361526	1
ef	0.0239306665113	4.40499997139	0.0239306665113	-0.193649284982	-0.12357735539	-0.141414988936	0.783514440694	-0.141414988936	1
ef	0.0163790969907	4.47100019455	0.0163790969907	-0.114417333139	-0.143152235255	-0.0877749890789	0.399635160902	-0.0877749890789	1
ef	0.0103687595827	4.53800010681	0.0103687595827	-0.0897066459516	-0.115585188507	-0.0638363629998	0.388054244278	-0.0638363629998	1
