r,t,r_filt,v,tau,v_need,a_need,cmnd,marker
1.626,6.29023814201,1.626,0.0,0.0,0.0,0.0,-0.539,0.0
1.629,6.35466909409,1.629,0.0465614724526,34.9860069752,0.0,0.0,-0.539,0.0
1.624,6.41964411736,1.624,-0.0769526465462,-21.103887558,0.0,0.0,-0.539,0.0
1.616,6.48565602303,1.616,-0.121190259829,-13.3344049454,0.0,0.0,-0.539,0.0
1.607,6.54899215698,1.607,-0.142098979488,-11.3090185854,0.0,0.0,-0.539,0.0
1.603,6.61522006989,1.603,-0.06039749442,-26.5408360958,0.0,0.0,-0.539,0.0
1.589,6.67909002304,1.589,-0.219195401097,-7.24923968315,0.0,0.0,-0.539,0.0
1.566,6.74429106712,1.566,-0.35275508734,-4.43934065363,0.0,0.0,-0.539,0.0
1.543,6.81004810333,1.543,-0.349772455177,-4.41143942916,0.0,0.0,-0.539,0.0
1.522,6.874325037,1.522,-0.326711291298,-4.6585472879,0.0,0.0,-0.539,0.0
1.503,6.93924212456,1.503,-0.292681029227,-5.13528329448,0.0,0.0,-0.539,0.0
1.481,7.00476002693,1.481,-0.335786085982,-4.41054606438,0.0,0.0,-0.539,0.0
1.455,7.06920814514,1.455,-0.403425277917,-3.60661584597,-0.399696710795,0.0559285068254,-0.539,1
1.429,7.13656806946,1.429,-0.385986181901,-3.70220507108,-0.382510900057,0.0521292276481,-0.517,1
1.401,7.19974303246,1.401,-0.443213555996,-3.16100439855,-0.438539793059,0.0701064440466,-0.586,1
1.38,7.26483011246,1.38,-0.322644678474,-4.27715097155,-0.320130195659,0.0377172422274,-0.439,1
1.362,7.32962107658,1.362,-0.277816517205,-4.90251628558,-0.275927578947,0.0283340738737,-0.382,1
1.337,7.3948969841,1.337,-0.38298969637,-3.49095553398,-0.379332725352,0.0548545652676,-0.514,1
1.317,7.45961713791,1.317,-0.309022751385,-4.2618221283,-0.306605766802,0.0362547687447,-0.422,1
1.296,7.52453899384,1.296,-0.323465799003,-4.00660596575,-0.320774695013,0.0403665598474,-0.44,1
1.27,7.58872413635,1.27,-0.405078168878,-3.13519734603,-0.400771388749,0.0646017019298,-0.54,1
1.247,7.65565800667,1.247,-0.343622741245,-3.62897983841,-0.340466457142,0.0473442615481,-0.465,1
1.222,7.7192401886,1.222,-0.393191916995,-3.10789705276,-0.388974789783,0.0632569081793,-0.526,1
1.2,7.78433609009,1.2,-0.337962905447,-3.55068553578,-0.334790157518,0.0475912189409,-0.458,1
1.176,7.84956216812,1.176,-0.367950990211,-3.19607782364,-0.364113463817,0.0575628959173,-0.495,1
1.151,7.9164481163,1.151,-0.3737705853,-3.07942905426,-0.369724699101,0.060688292978,-0.502,1
1.128,7.97893619537,1.128,-0.36807020382,-3.06463274748,-0.36406678553,0.0600512743529,-0.494,1
1.1,8.04989409447,1.1,-0.394600183456,-2.78763175011,-0.389881719675,0.0707769567198,-0.527,1
1.071,8.11221003532,1.071,-0.465370491101,-2.30139216061,-0.45863007112,0.101106299714,-0.611,1
1.043,8.17623400688,1.043,-0.437336193285,-2.38489294052,-0.43122360313,0.0916888523284,-0.577,1
1.012,8.242208004,1.012,-0.469882095297,-2.15373177682,-0.462609724299,0.109085564961,-0.615,1
