r,t,r_filt,v,tau,v_need,a_need,cmnd,marker
1.592,6.19647884369,1.592,0.0,0.0,0.0,0.0,-0.01,0.0
1.589,6.26171088219,1.589,-0.0459896711659,-34.5512363911,0.0,0.0,-0.01,0.0
1.591,6.32618689537,1.591,0.0310192876583,51.2906684876,0.0,0.0,-0.01,0.0
1.597,6.39070487022,1.597,0.0929973393248,17.1725343068,0.0,0.0,-0.01,0.0
1.596,6.45562887192,1.596,-0.0154026242054,-103.618706703,0.0,0.0,-0.01,0.0
1.599,6.52045679092,1.599,0.04627635818,34.5532808304,0.0,0.0,-0.01,0.0
1.6,6.5849878788,1.6,0.015496406971,103.249740601,0.0,0.0,-0.01,0.0
1.6,6.64983892441,1.6,0.0,-1600.0,0.0,0.0,-0.01,0.0
1.602,6.71566200256,1.602,0.0303844799733,52.7242856026,0.0,0.0,-0.01,0.0
1.602,6.77995800972,1.602,0.0,-1602.0,0.0,0.0,-0.01,0.0
1.601,6.84420180321,1.601,-0.0155657059727,-102.854313374,0.0,0.0,-0.01,0.0
1.601,6.90990996361,1.601,0.0,-1601.0,0.0,0.0,-0.01,0.0
1.603,6.97490692139,1.603,0.0307706709413,52.0950616598,0.0307903597371,0.000295331937048,-0.01,1
1.605,7.03978085518,1.605,0.0308290230466,52.0613318682,0.0308487619596,0.000296083695329,-0.01,1
1.607,7.1043009758,1.607,0.0309980821604,51.8419169188,0.0310180133178,0.000298967360804,-0.01,1
1.606,7.16934990883,1.606,-0.015373042315,-104.468586445,-0.0153681371587,7.35773443391e-05,-0.01,1
1.604,7.23406481743,1.604,-0.0309047797991,-51.9013566971,-0.0308849313907,0.000297726126694,-0.01,1
1.605,7.29806494713,1.605,0.0156249683351,102.720208168,0.0156300387325,7.60559612065e-05,-0.01,1
1.604,7.36415290833,1.604,-0.0151313489157,-106.00508976,-0.0151265908584,7.13708603522e-05,-0.01,1
1.602,7.42908096313,1.602,-0.0308033254017,-52.0073719025,-0.0307835824792,0.000296143837642,-0.01,1
1.6,7.49353694916,1.6,-0.031028925681,-51.5647888184,-0.0310088674679,0.000300873196536,-0.01,1
1.602,7.55841779709,1.602,0.0308257376989,51.9695591927,0.0308455093615,0.000296574939039,-0.01,1
1.6,7.62384080887,1.6,-0.030570283232,-52.3384094238,-0.0305508136025,0.000292044442777,-0.01,1
1.596,7.68837594986,1.596,-0.0619817348899,-25.7495212555,-0.0619014981426,0.00120355120926,-0.01,1
1.59,7.75381088257,1.59,-0.0916941418234,-17.3402571678,-0.0915178773445,0.00264396718388,-0.01,1
1.586,7.81799888611,1.586,-0.0623169405402,-25.4505434036,-0.0622353221905,0.00122427524536,-0.01,1
1.583,7.88242101669,1.583,-0.0465678482343,-33.9934109052,-0.0465221846317,0.000684954039537,-0.01,1
1.576,7.94818687439,1.576,-0.10643820738,-14.8067131042,-0.106198590375,0.00359425507303,-0.01,1
1.572,8.0122859478,1.572,-0.0624033981648,-25.1909358501,-0.0623208242864,0.0012386081751,-0.01,1
1.569,8.07753682137,1.569,-0.0459763959632,-34.1262068748,-0.0459314877629,0.000673623003749,-0.01,1
1.568,8.14232993126,1.568,-0.0154337398165,-101.595596313,-0.015428676034,7.59567361996e-05,-0.01,1
1.573,8.20709896088,1.573,0.0771973893934,20.3763367176,0.0773236754059,0.00189429018727,-0.01,1
1.569,8.27130484581,1.569,-0.0622995852194,-25.1847583652,-0.0622171284886,0.00123685096192,-0.01,1
1.571,8.3370718956,1.571,0.0304103651662,51.6600176096,0.0304299872818,0.000294331734418,-0.01,1
1.568,8.40199184418,1.568,-0.0462107574901,-33.9314931234,-0.0461653613568,0.000680941998662,-0.01,1
1.56,8.466755867,1.56,-0.123525371816,-12.6289844513,-0.123199335117,0.00489055047506,-0.01,1
