r,t,r_filt,v,tau,v_need,a_need,cmnd,marker
1.126,5.12309408188,1.126,0.0,0.0,0.0,0.0,0.4,0.0
1.126,5.18877911568,1.126,-0.0,-1126.0,0.0,0.0,-0.4,0.0
1.121,5.25417113304,1.121,0.0764619322284,14.6608902931,0.0,0.0,-0.4,0.0
1.119,5.31862807274,1.119,0.0310284665917,36.0636577606,0.0,0.0,-0.4,0.0
1.111,5.38415002823,1.111,0.122096478046,9.09936156869,0.0,0.0,-0.4,0.0
1.101,5.44925904274,1.101,0.153588563352,7.16850249767,0.0,0.0,-0.4,0.0
1.092,5.51384615898,1.092,0.139346676609,7.83657010396,0.0,0.0,-0.4,0.0
1.081,5.57908511162,1.081,0.168610922699,6.41120980003,0.0,0.0,-0.4,0.0
1.068,5.64393806458,1.068,0.200453478326,5.32791951986,0.0,0.0,-0.4,0.0
1.052,5.70918703079,1.052,0.245214613007,4.29011952877,0.0,0.0,-0.4,0.0
1.041,5.77360105515,1.041,0.170770264868,6.09590903195,0.0,0.0,-0.4,0.0
1.016,5.83851313591,1.016,0.385136321397,2.63802696228,0.0,0.0,-0.4,0.0
0.997,5.90369510651,0.997,0.291491647555,3.42033814129,0.292912031717,0.0213057624359,-0.292912031717,1
0.976,5.97236013412,0.976,0.30583254283,3.19128890265,0.307429768654,0.02395838736,-0.307429768654,1
0.957,6.03322005272,0.957,0.312192333457,3.06541800499,0.313889722051,0.0254608289105,-0.313889722051,1
0.939,6.0983710289,0.939,0.276281355324,3.39870925744,0.27763619003,0.0203225205804,-0.27763619003,1
0.92,6.17096614838,0.92,0.261725583442,3.51513210096,0.262966530562,0.0186142068011,-0.262966530562,1
0.904,6.22921609879,0.904,0.274678345435,3.2911221981,0.276069351951,0.0208650977464,-0.276069351951,1
0.89,6.29311108589,0.89,0.2191095207,4.0618956089,0.220008565308,0.0134856691184,-0.220008565308,1
0.874,6.35957503319,0.874,0.24073201564,3.63059312105,0.2418371244,0.0165766313942,-0.2418371244,1
0.857,6.42312908173,0.857,0.267488860128,3.20387174101,0.268880347687,0.0208723133876,-0.268880347687,1
0.844,6.48789596558,0.844,0.200719862177,4.20486538227,0.20151544794,0.011933786455,-0.20151544794,1
0.831,6.55348300934,0.831,0.198209878877,4.19252564357,0.198997828257,0.0118192406993,-0.198997828257,1
0.818,6.61880397797,0.818,0.199017256986,4.11019633367,0.199824263273,0.0121050943088,-0.199824263273,1
0.806,6.68273997307,0.806,0.187687702066,4.29436767101,0.188416127904,0.0109263875642,-0.188416127904,1
0.793,6.74852800369,0.793,0.197604334354,4.01306986809,0.198425004235,0.0123100482205,-0.198425004235,1
0.78,6.81245303154,0.78,0.203363227796,3.83550167084,0.204246915882,0.0132553212884,-0.204246915882,1
0.776,6.87986016273,0.776,0.0593409024992,13.0769834518,0.0594165327121,0.00113445319247,-0.0594165327121,1
0.769,6.94285607338,0.769,0.111118323846,6.92055075509,0.111385928569,0.00401407083694,-0.111385928569,1
0.761,7.00811004639,0.761,0.122597899121,6.20728418231,0.122927076626,0.00493766257193,-0.122927076626,1
