r,t,r_filt,v,tau,v_need,a_need,cmnd,marker
1.223,5.22785997391,1.223,0.0,0.0,0.0,0.0,0.4,0.0
1.219,5.29431915283,1.219,-0.0601873219731,-20.2534347773,0.0,0.0,-0.4,0.0
1.213,5.36038398743,1.213,-0.0908198747005,-13.3561073939,0.0,0.0,-0.4,0.0
1.204,5.43252301216,1.204,-0.124759102762,-9.65059842004,0.0,0.0,-0.4,0.0
1.192,5.50135397911,1.192,-0.174340133981,-6.83720938365,0.0,0.0,-0.4,0.0
1.18,5.55582714081,1.18,-0.220291968119,-5.35652756691,0.0,0.0,-0.4,0.0
1.165,5.61873197556,1.165,-0.23845543924,-4.88560883204,0.0,0.0,-0.4,0.0
1.15,5.68196702003,1.15,-0.237210238777,-4.84802007675,0.0,0.0,-0.4,0.0
1.133,5.7538189888,1.133,-0.236597553166,-4.78872238888,0.0,0.0,-0.4,0.0
1.111,5.81182813644,1.111,-0.379250530192,-2.92946195602,0.0,0.0,-0.4,0.0
1.089,5.88761401176,1.089,-0.29029156036,-3.75140082836,0.0,0.0,-0.4,0.0
1.065,5.94189715385,1.065,-0.442126212228,-2.40881443024,0.0,0.0,-0.4,0.0
1.038,6.01801896095,1.038,-0.354694679871,-2.926460584,-0.352674636263,0.0303006541255,-0.01,1
1.011,6.07364296913,1.011,-0.485401913383,-2.08281008403,-0.481517722524,0.0582628628873,-0.01,1
0.985,6.14289498329,0.985,-0.375440343726,-2.62358592107,-0.373055310702,0.0357754953546,-0.01,1
0.963,6.2098929882,0.963,-0.328367986904,-2.93268539689,-0.326501847499,0.0279920910757,-0.01,1
0.939,6.26955509186,0.939,-0.402265400154,-2.33427980542,-0.399393240904,0.0430823887543,-0.01,1
0.922,6.33701205254,0.922,-0.252012539983,-3.65854810266,-0.25086448647,0.0172208026867,-0.01,1
0.909,6.39631509781,0.909,-0.219213025911,-4.14665139638,-0.218331941373,0.0132162680773,-0.01,1
0.9,6.46071195602,0.9,-0.139758370974,-6.43968582153,-0.139396659821,0.00542566729367,-0.01,1
0.893,6.52705311775,0.893,-0.105515185711,-8.46323677472,-0.105307394475,0.00311686853741,-0.01,1
0.89,6.60264205933,0.89,-0.0396883451141,-22.4247193336,-0.0396588476471,0.000442462005026,-0.01,1
0.888,6.65986704826,0.888,-0.0349497664768,-25.4078950882,-0.0349268406852,0.000343886874095,-0.01,1
0.893,6.72500514984,0.893,0.076759989605,11.6336649418,0.0768699578022,0.00164952295749,-0.0768699578022,1
0.898,6.78832411766,0.898,0.0789652796343,11.3720866203,0.0790810093186,0.00173594526384,-0.0790810093186,1
0.901,6.85268616676,0.901,0.0466113189655,19.3300687472,0.0466515079232,0.000602834366176,-0.0466515079232,1
0.903,6.920773983,0.903,0.0293738308921,30.7416490316,0.0293897559925,0.000238876506445,-0.0293897559925,1
0.909,6.98343205452,0.909,0.0957578146701,9.49269783497,0.0959259400656,0.00252188093245,-0.0959259400656,1
0.911,7.04834198952,0.911,0.0308119242467,29.5664753914,0.0308292929747,0.000260530920906,-0.0308292929747,1
0.913,7.11056995392,0.913,0.0321398911124,28.4070657492,0.0321587478594,0.000282851205015,-0.0321587478594,1
0.913,7.18213915825,0.913,0.0,-913.0,0.0,-0.0,-0.01,1
0.919,7.24334216118,0.919,0.0980344053852,9.37425994873,0.0982087025314,0.00261445719239,-0.0982087025314,1
0.921,7.30509400368,0.921,0.0323876975823,28.4367234707,0.0324066799014,0.00028473478683,-0.0324066799014,1
0.919,7.37111210823,0.919,-0.0302947201156,-30.3353190422,-0.0302780757545,0.000249665415365,-0.01,1
0.919,7.43477511406,0.919,0.0,-919.0,0.0,-0.0,-0.01,1
0.919,7.50012111664,0.919,0.0,-919.0,0.0,-0.0,-0.01,1
0.916,7.56983017921,0.916,-0.0430360112319,-21.28450044,-0.0430023122097,0.000505485333721,-0.01,1
0.916,7.63270616531,0.916,0.0,-916.0,0.0,-0.0,-0.01,1
0.917,7.69793009758,0.917,0.0153317956347,59.8103458881,0.0153360679713,6.40850483602e-05,-0.0153360679713,1
0.917,7.76097917557,0.917,0.0,-917.0,0.0,-0.0,-0.01,1
0.917,7.82598114014,0.917,0.0,-917.0,0.0,-0.0,-0.01,1
0.915,7.9070520401,0.915,-0.0246697643779,-37.0899367332,-0.0246586788173,0.000166283408323,-0.01,1
0.915,7.9610619545,0.915,0.0,-915.0,0.0,-0.0,-0.01,1
0.917,8.02123308182,0.917,0.0332385329825,27.5884618759,0.0332586129548,0.000301199584196,-0.0332586129548,1
0.92,8.08573698997,0.92,0.0465088098644,19.7811985016,0.0465479959042,0.000587790596468,-0.0465479959042,1
0.926,8.15311908722,0.926,0.0890444234505,10.3993036747,0.089187132402,0.00214063427312,-0.089187132402,1
0.927,8.21477508545,0.927,0.0162190221342,57.1551103592,0.0162237516682,7.09430094365e-05,-0.0162237516682,1
0.933,8.2861571312,0.933,0.0840547498647,11.0999081135,0.0841809592426,0.00189314066849,-0.0841809592426,1
0.937,8.34437417984,0.937,0.068708395446,13.6373436451,0.068792366339,0.00125956339508,-0.068792366339,1
0.936,8.41028404236,0.936,-0.0151722361691,-61.6916313171,-0.0151681372241,6.14841747785e-05,-0.01,1
0.936,8.47777295113,0.936,0.0,-936.0,0.0,-0.0,-0.01,1
0.94,8.53990507126,0.94,0.0643789394515,14.6010482311,0.0644524261154,0.00110229995875,-0.0644524261154,1
